runId,found,totalTimeMs,fitness,heuristic,nbWires,nbComparators,limit,SUBSUMPTION,FITNESS_RANDOM,VARIANCE_RANDOM
26,1,21,FitnessArticleFormula,Greedy,6,12,200,false,true,false
26,1,333,FitnessArticleFormula,Greedy,7,16,200,false,true,false
27,1,6,FitnessArticleFormula,Greedy,3,3,200,false,true,false
27,1,6,FitnessArticleFormula,Greedy,4,5,200,false,true,false
27,1,22,FitnessArticleFormula,Greedy,5,9,200,false,true,false
27,1,21,FitnessArticleFormula,Greedy,6,12,200,false,true,false
27,1,355,FitnessArticleFormula,Greedy,7,16,200,false,true,false
28,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
28,1,0,FitnessArticleFormula,Greedy,4,5,200,false,true,false
28,1,20,FitnessArticleFormula,Greedy,5,9,200,false,true,false
28,1,31,FitnessArticleFormula,Greedy,6,12,200,false,true,false
28,1,364,FitnessArticleFormula,Greedy,7,16,200,false,true,false
29,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
29,1,17,FitnessArticleFormula,Greedy,4,5,200,false,true,false
29,1,16,FitnessArticleFormula,Greedy,5,9,200,false,true,false
29,1,31,FitnessArticleFormula,Greedy,6,12,200,false,true,false
29,1,353,FitnessArticleFormula,Greedy,7,16,200,false,true,false
30,1,16,FitnessArticleFormula,Greedy,3,3,200,false,true,false
30,1,16,FitnessArticleFormula,Greedy,4,5,200,false,true,false
30,1,21,FitnessArticleFormula,Greedy,5,9,200,false,true,false
30,1,30,FitnessArticleFormula,Greedy,6,12,200,false,true,false
30,1,353,FitnessArticleFormula,Greedy,7,16,200,false,true,false
1,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
1,1,15,FitnessArticleFormula,Greedy,4,5,100,false,true,false
1,1,16,FitnessArticleFormula,Greedy,5,9,100,false,true,false
1,1,26,FitnessArticleFormula,Greedy,6,12,100,false,true,false
1,1,145,FitnessArticleFormula,Greedy,7,16,100,false,true,false
2,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
2,1,0,FitnessArticleFormula,Greedy,4,5,100,false,true,false
2,1,20,FitnessArticleFormula,Greedy,5,9,100,false,true,false
2,1,33,FitnessArticleFormula,Greedy,6,12,100,false,true,false
2,1,142,FitnessArticleFormula,Greedy,7,16,100,false,true,false
3,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
3,1,15,FitnessArticleFormula,Greedy,4,5,100,false,true,false
3,1,16,FitnessArticleFormula,Greedy,5,9,100,false,true,false
3,1,22,FitnessArticleFormula,Greedy,6,12,100,false,true,false
3,1,142,FitnessArticleFormula,Greedy,7,16,100,false,true,false
4,1,0,FitnessArticleFormula,Greedy,3,3,100,false,true,false
4,1,16,FitnessArticleFormula,Greedy,4,5,100,false,true,false
4,1,20,FitnessArticleFormula,Greedy,5,9,100,false,true,false
4,1,19,FitnessArticleFormula,Greedy,6,12,100,false,true,false
